Best Classical Album,b'Concert Of The Century',"b'Leonard Bernstein, conductor; Vladimir Horowitz, Isaac Stern, Mstislav Rostropovich, Yehudi Menuhin, Dietrich Fischer-Dieskau & Lyndon Woodside'"
Best Classical Orchestral Performance,b'Mahler: Symphony No. 9 In D',"b'Carlo Maria Giulini, conductor'"
Best Opera Recording,b'Gershwin: Porgy And Bess',"b'John De Main, conductor'"
Best Choral Performance (Other Than Opera),b'Verdi: Requiem',"b'Georg Solti, conductor; Margaret Hillis, choral director (Various Artists)'"
Best Chamber Music Performance,b'Schoenberg: Quartets For Strings (Complete)',b'The Juilliard String Quartet'
Best Classical Performance Instrumental Soloist Or Soloists (With Orchestra),b'Vivaldi: The Four Seasons',"b'Itzhak Perlman, violin'"
Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),"b'Beethoven: Piano Sonata No. 18 In E Flat/Schumann: Fantasiestucke, Op. 12'","b'Artur Rubinstein, piano'"
Best Classical Vocal Soloist Performance,b'Bach: Arias',b'Janet Baker'
"Best Engineered Recording, Classical",b'Ravel: Bolero',"b'Georg Solti, conductor'"
Record Of The Year,b'Just The Way You Are',b'Billy Joel'
Album Of The Year,b'Saturday Night Fever - Soundtrack',b'Various Artists'
Song Of The Year,b'Just The Way You Are',"b'Billy Joel, songwriter (Billy Joel)'"
Best New Artist,b'A Taste Of Honey',b'A Taste Of Honey'
"Best Pop Vocal Performance, Female",b'You Needed Me',b'Anne Murray'
"Best Pop Vocal Performance, Male",b'Copacabana (At The Copa)',b'Barry Manilow'
"Best Pop Vocal Performance By A Duo, Group Or Chorus",b'Saturday Night Fever',b'Bee Gees'
Best Pop Instrumental Performance,b'Children Of Sanchez',b'Chuck Mangione'
"Best R&B Vocal Performance, Female",b'Last Dance',b'Donna Summer'
"Best R&B Vocal Performance, Male",b'On Broadway',b'George Benson'
"Best R&B Vocal Performance By A Duo, Group Or Chorus",b"All 'n All","b'Earth, Wind & Fire'"
Best R&B Instrumental Performance,b"Runnin'","b'Earth, Wind & Fire'"
Best Rhythm & Blues Song,b'Last Dance',"b'Paul Jabara, songwriter (Donna Summer)'"
"Best Country Vocal Performance, Female",b'Here You Come Again',b'Dolly Parton'
"Best Country Vocal Performance, Male",b'Georgia On My Mind',b'Willie Nelson'
Best Country Vocal Performance By A Duo Or Group,b"Mamas Don't Let Your Babies Grow Up To Be Cowboys",b'Waylon Jennings & Willie Nelson'
Best Country Instrumental Performance,b"One O'Clock Jump",b'Asleep At The Wheel'
Best Country Song,b'The Gambler',"b'Don Schlitz, songwriter (Kenny Rogers)'"
"Best Gospel Performance, Contemporary Or Inspirational",b'What A Friend',b'Larry Hart'
"Best Gospel Performance, Traditional",b'Refreshing',b'The Happy Goodman Family'
"Best Soul Gospel Performance, Contemporary",b'Live In London',b'Andrae Crouch & The Disciples'
"Best Soul Gospel Performance, Traditional",b'Live And Direct',b'Mighty Clouds Of Joy'
Best Inspirational Performance,b'Happy Man',b'B.J. Thomas'
Best Ethnic Or Traditional Recording,b"I'm Ready",b'Muddy Waters'
Best Latin Recording,b'Homenaje a Beny More',b'Tito Puente'
Best Recording For Children,b'The Muppet Show',b'(The Muppets)'
Best Comedy Recording,b'A Wild And Crazy Guy',b'Steve Martin'
Best Spoken Word Recording,b'Citizen Kane',b'Orson Welles'
Best Instrumental Composition,b'Theme From Close Encounters Of The Third Kind',b'John Williams'
Best Album Of Original Score Written For A Motion Picture Or A Television Special,b'Close Encounters Of The Third Kind',b'John Williams'
Best Cast Show Album,b"Ain't Misbehavin'",b'Various Artists'
Best Jazz Vocal Performance,b'All Fly Home',b'Al Jarreau'
"Best Jazz Instrumental Performance, Soloist",b"Montreaux '77 - Oscar Peterson Jam",b'Oscar Peterson'
"Best Jazz Instrumental Performance, Group",b'Friends',b'Chick Corea'
"Best Jazz Instrumental Performance, Big Band",b'Live In Munich',b'Thad Jones & Mel Lewis'
Best Instrumental Arrangement,b'The Wiz Main Title - Overture Part One',b'Various Artists'
Best Arrangement Accompanying Vocal(s),b'Got To Get You Into My Life',"b'Earth, Wind & Fire'"
Best Arrangement For Voices,b"Stayin' Alive",b'Bee Gees'
Best Album Package,b'Boys In The Trees',b'Carly Simon'
Best Album Notes,"b'A Bing Crosby Collection, Vols. I & II'",b'Bing Crosby'
Best Historical Repackage Album,"b'The Lester Young Story, Vol. 3'",b'Lester Young'
Best Engineered Recording - Non-Classical,b'FM (No Static At All)',b'Steely Dan'
Producer Of The Year,"b'Bee Gees, Albhy Galuten & Karl Richardson'","b'Bee Gees, Albhy Galutin & Karl Richardson'"
Best Classical Album,b'Brahms: Concerto For Violin In D',"b'Itzhak Perlman, violin; Carlo Maria Giulini, conductor'"
Best Classical Orchestral Performance,b'Beethoven: Symphonies (9) (Complete)',"b'Herbert von Karajan, conductor'"
Best Opera Recording,b'Lehar: The Merry Widow',"b'Julius Rudel, conductor'"
"Best Choral Performance, Classical (Other Than Opera)",b'Beethoven: Missa Solemnis',"b'Georg Solti, conductor; Margaret Hillis, choral director'"
Best Chamber Music Performance,b'Beethoven: Sonatas For Violin And Piano',"b'Itzhak Perlman, violin; Vladimir Ashkenazy, piano'"
"Best Classical Performance, Instrumental Soloist(s) (With Orchestra)",b'Rachmaninoff: Con. No. 3 In D Minor For Piano (Horowitz Golden Jubilee)',"b'Vladimir Horowitz, piano'"
"Best Classical Performance, Instrumental Soloist(s) (Without Orchestra)",b'The Horowitz Concerts 1977/78',"b'Vladimir Horowitz, piano'"
Best Classical Vocal Soloist Performance,b'Luciano Pavarotti - Hits From Lincoln Center',b'Luciano Pavarotti'
"Best Engineered Recording, Classical",b'Varese: Ameriques/Arcana/Ionisation (Boulez Conducts Varese)',"b'Pierre Boulez, conductor'"
Record Of The Year,b'What A Fool Believes',b'The Doobie Brothers'
Album Of The Year,b'52nd Street',b'Billy Joel'
Song Of The Year,b'What A Fool Believes',"b'Kenny Loggins & Michael McDonald, songwriters (The Doobie Brothers)'"
Best New Artist,b'Rickie Lee Jones',b'Rickie Lee Jones'
"Best Pop Vocal Performance, Female",b"I'll Never Love This Way Again",b'Dionne Warwick'
"Best Pop Vocal Performance, Male",b'52nd Street',b'Billy Joel'
"Best Pop Vocal Performance By A Duo, Group Or Chorus",b'Minute By Minute',b'The Doobie Brothers'
Best Pop Instrumental Performance,b'Rise',b'Herb Alpert'
"Best Rock Vocal Performance, Female",b'Hot Stuff',b'Donna Summer'
"Best Rock Vocal Performance, Male",b'Gotta Serve Somebody',b'Bob Dylan'
Best Rock Vocal Performance By A Duo Or Group,b'Heartache Tonight',b'Eagles'
Best Rock Instrumental Performance,b'Rockestra Theme',b'Paul McCartney\xc2\xa0& Wings'
"Best R&B Vocal Performance, Female",b'Deja Vu',b'Dionne Warwick'
"Best R&B Vocal Performance, Male",b"Don't Stop 'til You Get Enough",b'Michael Jackson'
"Best R&B Vocal Performance By A Duo, Group Or Chorus",b'After The Love Has Gone',"b'Earth, Wind & Fire'"
Best R&B Instrumental Performance,b'Boogie Wonderland',"b'Earth, Wind & Fire'"
Best Rhythm & Blues Song,b'After The Love Has Gone',"b'Bill Champlin, David Foster & Jay Graydon, songwriters (Earth, Wind & Fire)'"
Best Disco Recording,b'I Will Survive',b'Gloria Gaynor'
"Best Country Vocal Performance, Female",b'Blue Kentucky Girl',b'Emmylou Harris'
"Best Country Vocal Performance, Male",b'The Gambler',b'Kenny Rogers'
Best Country Vocal Performance By A Duo Or Group,b'The Devil Went Down To Georgia',b'The Charlie Daniels Band'
Best Country Instrumental Performance,b'Big Sandy/Leather Britches',b'Doc Watson & Merle Watson'
Best Country Song,b'You Decorated My Life',"b'Bob Morrison & Debbie Hupp, songwriters (Kenny Rogers)'"
"Best Gospel Performance, Contemporary Or Inspirational",b'Heed The Call',b'The Imperials'
"Best Gospel Performance, Traditional",b'Lift Up The Name Of Jesus',b'Blackwood Brothers'
"Best Soul Gospel Performance, Contemporary",b"I'll Be Thinking Of You",b'Andrae Crouch'
"Best Soul Gospel Performance, Traditional",b'Changing Times',b'Mighty Clouds Of Joy'
Best Inspirational Performance,b'You Gave Me Love (When Nobody Gave Me A Prayer)',b'B.J. Thomas'
Best Ethnic Or Traditional Recording,b'Muddy "Mississippi" Waters Live',b'Muddy Waters'
Best Latin Recording,b'Irakere',b'Irakere'
Best Recording For Children,b'The Muppet Movie',b'(The Muppets)'
Best Comedy Recording,b'Reality...What A Concept',b'Robin Williams'
"Best Spoken Word, Documentary Or Drama Recording",b'Ages Of Man - Readings From Shakespeare',b'John Gielgud'
Best Instrumental Composition,b'Superman Main Title Theme',b'John Williams'
Best Album Of Original Score Written For A Motion Picture Or A Television Special,b'Superman',b'John Williams'
Best Cast Show Album,b'Sweeney Todd',b'Angela Lansbury & Len Cariou'
"Best Jazz Fusion Performance, Vocal Or Instrumental",b'8:30',b'Weather Report'
Best Jazz Vocal Performance,b'Fine And Mellow',b'Ella Fitzgerald'
"Best Jazz Instrumental Performance, Soloist",b'Jousts',b'Oscar Peterson'
"Best Jazz Instrumental Performance, Group",b'Duet',b'Chick Corea\xc2\xa0& Gary Burton'
"Best Jazz Instrumental Performance, Big Band","b'Duke Ellington At Fargo, 1940 Live'",b'Duke Ellington'
Best Instrumental Arrangement,b'Soulful Strut',b'George Benson'
Best Arrangement Accompanying Vocals,b'What A Fool Believes',b'The Doobie Brothers'
Best Album Package,b'Breakfast In America',b'Supertramp'
Best Album Notes,b'Charlie Parker - The Complete Savoy Sessions',b'Charlie Parker'
Best Historical Reissue,b'Billie Holiday - Giants Of Jazz',b'Billie Holiday'
Best Engineered Recording - Non-Classical,b'Breakfast In America',b'Supertramp'
Producer Of The Year,b'Larry Butler',b'Larry Butler'
Best Classical Album,b'Brahms: Symphonies (1-4)',"b'Georg Solti, conductor'"
Best Classical Orchestral Recording,b'Brahms: Symphonies (1-4)',"b'Georg Solti, conductor'"
Best Opera Recording,b'Britten: Peter Grimes',"b'Colin Davis, conductor'"
"Best Choral Performance, Classical (Other Than Opera)",b'Brahms: A German Requiem',"b'Georg Solti, conductor; Margaret Hillis, choral director'"
Best Chamber Music Performance,b'Copland: Appalachian Spring',"b'Dennis Russell Davies, conductor'"
Best Classical Performance - Instrumental Soloist Or Soloists (With Orchestra),b'Bart\xc3\xb3k: Piano Cons. Nos. 1 & 2',"b'Maurizio Pollini, piano'"
Best Classical Performance - Instrumental Soloist Or Soloists (Without Orchestra),b'The Horowitz Concerts 1978/79',"b'Vladimir Horowitz, piano'"
Best Classical Vocal Soloist Performance,b'O Sole Mio - Favorite Neapolitan Songs',b'Luciano Pavarotti'
"Best Engineered Recording, Classical",b'Sondheim: Sweeney Todd',b'Angela Lansbury & Len Cariou'
Classical Producer Of The Year,b'James Mallinson',b'James Mallinson'
Record Of The Year,b'Sailing',b'Christopher Cross'
Album Of The Year,b'Christopher Cross',b'Christopher Cross'
Song Of The Year,b'Sailing',"b'Christopher Cross, songwriter (Christopher Cross)'"
Best New Artist,b'Christopher Cross',b'Christopher Cross'
"Best Pop Vocal Performance, Female",b'The Rose',b'Bette Midler'
"Best Pop Vocal Performance, Male",b'This Is It',b'Kenny Loggins'
Best Pop Performance By A Duo Or Group With Vocal,b'Guilty',b'Barbra Streisand & Barry Gibb'
Best Pop Instrumental Performance,b'One On One',b'Bob James & Earl Klugh'
"Best Rock Vocal Performance, Female",b'Crimes Of Passion',b'Pat Benatar'
"Best Rock Vocal Performance, Male",b'Glass Houses',b'Billy Joel'
Best Rock Performance By A Duo Or Group With Vocal,b'Against The Wind',b'Bob Seger & The Silver Bullet Band'
Best Rock Instrumental Performance,b'Reggatta De Blanc',b'The Police'
"Best R&B Vocal Performance, Female",b'Never Knew Love Like This Before',b'Stephanie Mills'
"Best R&B Vocal Performance, Male",b'Give Me The Night',b'George Benson'
Best R&B Performance By A Duo Or Group With Vocal,b'Shining Star',b'Manhattans'
Best R&B Instrumental Performance,b'Off Broadway',b'George Benson'
Best Rhythm & Blues Song,b'Never Knew Love Like This Before',"b'James Mtume & Reggie Lucas, songwriters (Stephanie Mills)'"
"Best Jazz Fusion Performance, Vocal Or Istrumental",b'Birdland',b'The Manhattan Transfer'
"Best Country Vocal Performance, Female",b'Could I Have This Dance?',b'Anne Murray'
"Best Country Vocal Performance, Male",b'He Stopped Loving Her Today',b'George Jones'
Best Country Performance Duo Or Group,b"That Lovin' You Feelin' Again",b'Emmylou Harris\xc2\xa0& Roy Orbison'
Best Country Instrumental Performance,b'Orange Blossom Special/Hoedown',b"Gilley's Urban Cowboy Band"
Best Country Song,b'On The Road Again',"b'Willie Nelson, songwriter (Willie Nelson)'"
"Best Gospel Performance, Contemporary Or Inspirational",b"The Lord's Prayer","b'Reba Rambo, Dony McGuire, B.J. Thomas, Andrae Crouch, Walter Hawkins, Tramaine Hawkins, Cynthia Clawson, The Archers'"
"Best Gospel Performance, Traditional",b'We Come To Worship',b'Blackwood Brothers'
"Best Soul Gospel Performance, Contemporary",b'Rejoice',b'Shirley Caesar'
"Best Soul Gospel Performance, Traditional","b'Lord, Let Me Be An Instrument'",b'James Cleveland & The Charles Fold Singers'
Best Inspirational Performance,b'With My Song I Will Praise Him',b'Debby Boone'
Best Ethnic Or Traditional Recording,b'Rare Blues',b'(Various Artists)'
Best Latin Recording,b'La Onda Va Bien',b'Cal Tjader'
Best Recording For Children,b'In Harmony/A Sesame Street Record',b'(Various Artists)'
Best Comedy Recording,b'No Respect',b'Rodney Dangerfield'
"Best Spoken Word, Documentary Or Drama","b'Gertrude Stein, Gertrude Stein, Gertrude Stein'",b'Pat Carroll'
Best Instrumental Composition,b'The Empire Strikes Back',b'John Williams'
Best Album Of Original Score Written For A Motion Picture Or A Television Special,b'The Empire Strikes Back',b'John Williams'
Best Cast Show Album,b'Evita - Premier American Recording',b'Various Artists'
"Best Jazz Vocal Performance, Female",b'A Perfect Match - Ella And Basie',b'Ella Fitzgerald'
"Best Jazz Vocal Performance, Male",b"Moody's Mood",b'George Benson'
"Best Jazz Instrumental Performance, Soloist",b'I Will Say Goodbye',b'Bill Evans'
"Best Jazz Instrumental Performance, Group",b'We Will Meet Again',b'Bill Evans'
"Best Jazz Instrumental Performance, Big Band",b'On The Road',b'Count Basie'
Best Instrumental Arrangement,"b'Dinorah, Dinorah'",b'George Benson'
Best Arrangement Accompanying Vocalist(s),b'Sailing',b'Christopher Cross'
Best Arrangement For Voices,b'Birdland',b'Manhattan Transfer'
Best Album Package,b'Against The Wind',b'Bob Seger & The Silver Bullet Band'
Best Album Notes,"b'Trilogy: Past, Present And Future'",b'Frank Sinatra'
Best Historical Reissue Album,b'Segovia - The EMI Recordings 1927-39',b'Andres Segovia'
Best Engineered Recording - Non-Classical,b'The Wall',b'Pink Floyd'
Producer Of The Year (Non-Classical),b'Phil Ramone',b'Phil Ramone'
Best Classical Album,b'Berg: Lulu (Complete Version)',"b'Pierre Boulez, conductor'"
Best Classical Orchestral Recording,b'Bruckner: Symphony No. 6 In A',"b'Georg Solti, conductor'"
Best Opera Recording,b'Berg: Lulu (Complete Version)',"b'Pierre Boulez, conductor'"
"Best Choral Performance, Classical (Other Than Opera)",b'Mozart: Requiem',"b'Carlo Maria Giulini, conductor; Norbert Balatsch, chorus master'"
Best Chamber Music Performance,b'Play Music For Two Violins (Moszkowski: Suite For Two Violins/Shostakovich: Duets/Prokofiev: Sonata For Two Violins)',"b'Itzhak Perlman, violin; Pinchas Zukerman, violin'"
Best Classical Performance- Instrumental Soloist Or Soloists (With Orchestra),b'Berg: Violin Concerto/Stravinsky: Violin Concerto In D',"b'Itzhak Perlman, violin'"
Best Classical Performance - Instrumental Soloist OR Soloists (With Orchestra),b'Brahms: Violin And Cello Concerto In A Minor (Double Concerto)',"b'Mstislav Rostropovich, cello; Itzhak Perlman, violin'"
Best Classical Performance - Instrumental Soloist Or Soloists (Without Orchestra),b'The Spanish Album',"b'Itzhak Perlman, violin'"
Best Classical Vocal Soloist Performance,"b'Prima Donna, Vol. 5 - Great Soprano Arias From Handel To Britten'","b'Leontyne Price, soprano'"
"Best Engineered Recording, Classical",b'Berg: Lulu (Complete Version)',"b'Pierre Boulez, conductor'"
Classical Producer Of The Year,b'Robert Woods',b'Robert Woods'
Record Of The Year,b'Bette Davis Eyes',b'Kim Carnes'
Album Of The Year,b'Double Fantasy',b'John Lennon & Yoko Ono'
Song Of The Year,b'Bette Davis Eyes',"b'Donna Weiss & Jackie DeShannon, songwriters (Kim Carnes)'"
Best New Artist,b'Sheena Easton',b'Sheena Easton'
"Best Pop Vocal Performance, Female","b'Lena Horne - The Lady And Her Music, Live On Broadway'",b'Lena Horne'
"Best Pop Vocal Performance, Male",b"Breakin' Away",b'Al Jarreau'
Best Pop Vocal Performance By A Duo Or Group With Vocal,b'Boy From New York City',b'The Manhattan Transfer'
Best Pop Instrumental Performance,b'The Theme From Hill Street Blues',b'Larry Carlton & Mike Post'
"Best Rock Vocal Performance, Female",b'Fire And Ice',b'Pat Benatar'
"Best Rock Vocal Performance, Male",b"Jessie's Girl",b'Rick Springfield'
Best Rock Performance By A Duo Or Group With Vocal,b"Don't Stand So Close To Me",b'The Police'
Best Rock Instrumental Performance,b'Behind My Camel',b'The Police'
"Best R&B Vocal Performance, Female",b"Hold On I'm Comin'",b'Aretha Franklin'
"Best R&B Vocal Performance, Male",b'One Hundred Ways',b'James Ingram'
