"Best Country Vocal Performance, Female",b"Whoever's In New England",b'Reba McEntire'
"Best Country Vocal Solo Performance, Male",b'Lost In The Fifties Tonight',b'Ronnie Milsap'
Best Country Performance By A Duo Or Group With Vocal,b"Grandpa (Tell Me 'Bout The Good Old Days)",b'The Judds'
"Best Country Instrumental Performance (Orchestra, Group Or Soloist)",b"Raisin' The Dickins",b'Ricky Skaggs'
Best Country Song,b"Grandpa (Tell Me 'Bout The Good Old Days)","b""Jamie O'Hara, songwriter (The Judds)"""
"Best Gospel Performance, Female",b'Morning Like This',b'Sandi Patti'
"Best Gospel Performance, Male",b'Triumph',b'Philip Bailey'
"Best Gospel Performance By A Duo Or Group, Choir Or Chorus",b'They Say',b'Sandi Patti & Deniece Williams'
"Best Soul Gospel Performance, Female",b'I Surrender All',b'Deniece Williams'
"Best Soul Gospel Performance, Male",b'Going Away',b'Al Green'
"Best Soul Gospel Performance By A Duo, Group, Choir Or Chorus",b'Let My People Go',b'The Winans'
Best Latin Pop Performance,b'Le Lo Lai',b'Jose Feliciano'
Best Tropical Latin Performance,b'Escenas',b'Rub\xc3\xa9n Blades'
Best Mexican-American Performance,b'Ay Te Dejo En San Antonio',b'Flaco Jimenez'
Best Traditional Blues Recording,b'Showdown!',"b'Robert Cray, Albert Collins & Johnny Copeland'"
Best Traditional Folk Recording,b'Riding The Midnight Train',b'Doc Watson'
Best Contemporary Folk Recording,b'Tribute To Steve Goodman',"b'(Arlo Guthrie, John Hartford, Richie Havens, Bonnie Koloc, Nitty Gritty Dirt Band, John Prine and Others)'"
Best Polka Recording,b'Another Polka Celebration',b"Eddie Blazonczyk's Versatones"
Best Reggae Recording,b'Babylon The Bandit',b'Steel Pulse'
Best Recording For Children,b'The Alphabet',b'(The Sesame Street Muppets)'
Best Comedy Recording,"b""Those Of You With Or Without Children, You'll Understand""",b'Bill Cosby'
Best Spoken Word Or Non-Musical Recording,b"Interviews From The Class Of '55 Recording Sessions","b'Johnny Cash, Carl Perkins, Jerry Lee Lewis, Roy Orbison, Sam Phillips, Rick Nelson & Chips Moman'"
Best Musical Cast Show Album,b'Follies In Concert',b'Original 1986 Cast'
Best Instrumental Composition,b'Out Of Africa',b'John Barry'
"Best Music Video, Short Form",b'Dire Straits - Brothers In Arms',b'Dire Straits'
"Best Music Video, Long Form",b'Bring On The Night',b'Sting'
Best Arrangement On An Instrumental,b'Suite Memories',b'Bill Watrous & Patrick Williams'
Best Instrumental Arrangement Accompanying Vocals,b'Somewhere',b'Barbra Streisand'
Best Album Package,b'Tutu',b'Miles Davis'
Best Album Notes,b'The Voice - The Columbia Years 1943-1952',b'Frank Sinatra'
Best Historical Album,"b'Atlantic Rhythm And Blues 1947-1974, Vols. 1-7'","b'Brook Benton, Ray Charles, The Coasters, The Drifters, Roberta Flack, Aretha Franklin, Otis Redding & Others'"
Best Engineered Recording - Non-Classical,b'Back In The High Life',b'Steve Winwood'
Producer Of The Year (Non-Classical),b'Jimmy Jam & Terry Lewis',b'Jimmy Jam & Terry Lewis'
Best Classical Album,"b'Horowitz - The Studio Recordings, New York 1985'","b'Vladimir Horowitz, piano'"
Best Classical Orchestral Recording,b'Liszt: A Faust Symphony',"b'Georg Solti, conductor'"
Best Opera Recording,b'Bernstein: Candide',"b'John Mauceri conductor; Erie Mills, David Eisler, Maris Clement, John Lankston, Joyce Castle, Etc.'"
Best Choral Performance (Other Than Opera),b'Orff: Carmina Burana',"b'James Levine, conductor; Margaret Hillis, choral director'"
Best Classical Performance - Instrumental Soloist Or Soloists (With Or Without Orchestra),"b'Horowitz - The Studio Recordings, New York 1985'","b'Vladimir Horowitz, piano'"
Best Chamber Music Performance,b'Beethoven: Cello And Piano Sonata No. 4 In C & Variations',"b'Emanuel Ax, piano; Yo-Yo Ma, cello'"
Best Classical Vocal Soloist Performance,b'Mozart: Kathleen Battle Sings Mozart',"b'Kathleen Battle, soprano'"
Best Contemporary Composition,b'Lutoslawski: Symphony No. 3',"b'Esa-Pekka Salonen, conductor'"
"Best Engineered Recording, Classical","b'Horowitz - The Studio Recordings, New York 1985'","b'Vladimir Horowitz, piano'"
Classical Producer Of The Year,b'Thomas Frost',b'Thomas Frost'
Record Of The Year,b'Graceland',b'Paul Simon'
Album Of The Year,b'The Joshua Tree',b'U2'
Song Of The Year,b'Somewhere Out There',"b'Barry Mann, Cynthia Weil & James Horner, songwriters (Linda Ronstadt & James Ingram)'"
Best New Artist,b'Jody Watley',b'Jody Watley'
"Best Pop Vocal Performance, Female",b'I Wanna Dance With Somebody (Who Loves Me)',b'Whitney Houston'
"Best Pop Vocal Performance, Male",b'Bring On The Night',b'Sting'
Best Pop Performance By A Duo Or Group With Vocal,b"(I've Had) The Time Of My Life",b'Jennifer Warnes & Bill Medley'
"Best Pop Instrumental Performance (Orchestra, Group Or Soloist)",b'Minute By Minute',b'Larry Carlton'
Best New Age Performance,b"Yusef Lateef's Little Symphony",b'Yusef Lateef'
"Best Rock Vocal Performance, Solo",b'Tunnel Of Love',b'Bruce Springsteen'
Best Rock Performance By A Duo Or Group With Vocal,b'The Joshua Tree',b'U2'
"Best Rock Instrumental Performance (Orchestra, Group Or Soloist)",b'Jazz From Hell',b'Frank Zappa'
"Best R&B Vocal Performance, Female",b'Aretha',b'Aretha Franklin'
"Best R&B Vocal Performance, Male",b'Just To See Her',b'Smokey Robinson'
Best R&B Performance By A Duo Or Group With Vocal,b'I Knew You Were Waiting (For Me)',b'Aretha Franklin & George Michael'
"Best R&B Instrumental Performance (Orchestra, Group Or Soloist)",b'Chicago Song',b'David Sanborn'
Best Rhythm & Blues Song,b'Lean On Me',"b'Bill Withers, songwriter (Club Nouveau)'"
"Best Jazz Fusion Performance, Vocal Or Instrumental",b'Still Life (Talking)',b'Pat Metheny Group'
"Best Jazz Vocal Performance, Female",b'Diane Schuur & The Count Basie Orchestra',b'Diane Schuur'
"Best Jazz Vocal Performance, Male",b'What Is This Thing Called Love',b'Bobby McFerrin'
"Best Jazz Instrumental Performance, Soloist",b'The Other Side Of Round Midnight',b'Dexter Gordon'
"Best Jazz Instrumental Performance, Group",b'Marsalis Standard Time - Volume I',b'Wynton Marsalis'
"Best Jazz Instrumental Performance, Big Band",b'Digital Duke',b'Mercer Ellington'
"Best Country Vocal Performance, Female",b"80's Ladies",b'K.T. Oslin'
"Best Country Vocal Performance, Male",b'Always & Forever',b'Randy Travis'
Best Country Performance By A Duo Or Group With Vocal,b'Trio',"b'Dolly Parton, Linda Ronstadt & Emmylou Harris'"
"Best Country Vocal Performance, Duet","b""Make No Mistake, She's Mine""",b'Ronnie Milsap & Kenny Rogers'
"Best Country Instrumental Performance (Orchestra, Group Or Soloist)",b'String Of Pars',b'Asleep At The Wheel'
Best Country Song,"b'Forever And Ever, Amen'","b'Don Schlitz & Paul Overstreet, songwriters (Randy Travis)'"
"Best Gospel Performance, Female",b'I Believe In You',b'Deniece Williams'
"Best Gospel Performance, Male",b'The Father Hath Provided',b'Larnelle Harris'
"Best Gospel Performance By A Duo Or Group, Choir Or Chorus",b'Crack The Sky',b'Mylon LeFevre & Broken Heart'
"Best Soul Gospel Performance, Female",b'For Always',b'CeCe Winans'
"Best Soul Gospel Performance, Male",b"Everything's Gonna Be Alright",b'Al Green'
"Best Soul Gospel Performance By A Duo, Group, Choir Or Chorus",b"Ain't No Need To Worry",b'Anita Baker & The Winans'
Best Latin Pop Performance,b'Un Hombre Solo',b'Julio Iglesias'
Best Tropical Latin Performance,b'La Verdad - The Truth',b'Eddie Palmieri'
Best Mexican-American Performance,b'Gracias! America Sin Fronteras',b'Los Tigres Del Norte'
Best Traditional Blues Recording,b'Houseparty New Orleans Style',b'Professor Longhair'
Best Contemporary Blues Recording,b'Strong Persuader',b'The Robert Cray Band'
Best Traditional Folk Recording,b'Shaka Zulu',b'Ladysmith Black Mambazo'
Best Contemporary Folk Recording,b'Unfinished Business',b'Steve Goodman'
Best Polka Recording,b'A Polka Just For Me',b'Jimmy Sturr'
Best Reggae Recording,b'No Nuclear War',b'Peter Tosh'
Best Recording For Children,b"The Elephant's Child",b'Bobby McFerrin & Jack Nicholson'
Best Comedy Recording,b'A Night At The Met',b'Robin Williams'
Best Spoken Word Or Non-Musical Recording,b'Lake Wobegon Days',b'Garrison Keillor'
Best Musical Cast Show Album,b'Les Miserables',b'Original Broadway Cast'
Best Instrumental Composition,b'Call Sheet Blues',b'Dexter Gordon'
Best Album Or Original Instrumental Background Score Written For A Motion Picture Or Television,b'The Untouchables',b'Ennio Morricone'
Best Song Written Specifically For A Motion Picture Or Television,b'Somewhere Out There (From An American Tail)',"b'Barry Mann, Cynthia Weil & James Horner, songwriters (Linda Ronstadt & James Ingram)'"
Best Performance Music Video,b"The Prince's Trust All-Star Rock Concert",b'(Various Artists)'
Best Concept Music Video,b'Land Of Confusion',b'Genesis'
Best Arrangement On An Instrumental,b'Take The "A" Train',b'The Tonight Show Band With Doc Severinsen'
Best Instrumental Arrangement Accompanying Vocal(s),b"Deedles' Blues",b'Diane Schuur & The Count Basie Orchestra'
Best Album Package,b"King's Record Shop",b'Rosanne Cash'
Best Album Notes,b'Thelonious Monk - The Complete Riverside Recordings',b'Thelonious Monk'
Best Historical Album,b'Thelonious Monk - The Complete Riverside Recordings',b'Thelonious Monk'
Best Engineered Recording - Non-Classical,b'Bad',b'Michael Jackson'
"Producer Of The Year, (Non Classical)",b'Narada Michael Walden',b'Narada Michael Walden'
Best Classical Album,b'Horowitz In Moscow',"b'Vladimir Horowitz, piano'"
Best Orchestral Recording,b'Beethoven: Symphony No. 9 In D Minor',"b'Georg Solti, conductor'"
Best Opera Recording,b'R. Strauss: Ariadne Auf Naxos',"b'James Levine, conductor, Anna Kathleen Battle, Anna Tomowa-Sintow, Agnes Baltsa, Gary Lakes, Hermann Prey'"
Best Choral Performance (Other Than Opera),b"Hindemith: When Lilacs Last In The Dooryard Bloom'd","b'Robert Shaw, conductor'"
Best Classical Performance - Instrumental Soloist(s) (With Orchestra),b'Mozart: Violin Concertos Nos. 2 And 4',"b'Itzhak Perlman, violin; James Levine, conductor'"
Best Classical Performance - Instrumental Soloist(s) (Without Orchestra),b'Horowitz In Moscow',"b'Vladimir Horowitz, piano'"
Best Chamber Music Performance,b'Beethoven: The Complete Piano Trios',"b'Vladimir Ashkenazy, piano; Itzhak Perlman, violin; Lynn Harrell, cello'"
Best Classical Vocal Soloist Performance,b'Kathleen Battle - Salzburg Recital',"b'Kathleen Battle, soprano'"
Best Contemporary Composition,b'Penderecki: Cello Concerto No. 2',"b'Mstislav Rostropovich, cello; Penderecki, conductor'"
Best Engineered Recording - Classical,b'Faure: Requiem/Durufle: Requiem',"b'Robert Shaw, conductor'"
Classical Producer Of The Year,b'Robert Woods',b'Robert Woods'
Record Of The Year,b"Don't Worry Be Happy",b'Bobby McFerrin'
Album Of The Year,b'Faith',b'George Michael'
Song Of The Year,b"Don't Worry Be Happy","b'Bobby McFerrin, songwriter (Bobby McFerrin)'"
Best New Artist,b'Tracy Chapman',b'Tracy Chapman'
"Best Pop Vocal Performance, Female",b'Fast Car',b'Tracy Chapman'
"Best Pop Vocal Performance, Male",b"Don't Worry Be Happy",b'Bobby McFerrin'
Best Pop Performance By A Duo Or Group With Vocal,b'Brasil',b'The Manhattan Transfer'
"Best Pop Instrumental Performance (Orchestra, Group Or Soloist)",b'Close-up',b'David Sanborn'
"Best Rock Vocal Performance, Female",b'Tina Live In Europe',b'Tina Turner'
"Best Rock Vocal Performance, Male",b'Simply Irresistible',b'Robert Palmer'
Best Rock Performance By A Duo Or Group With Vocal,b'Desire',b'U2'
"Best Rock Instrumental Performance (Orchestra, Group Or Soloist)",b'Blues For Salvador',b'Carlos Santana'
Best Hard Rock/Metal Performance Vocal Or Instrumental,b'Crest Of A Knave',b'Jethro Tull'
"Best R&B Vocal Performance, Female",b'Giving You The Best That I Got',b'Anita Baker'
"Best R&B Vocal Performance, Male",b"Introducing The Hardline According To Terence Trent D'arby",b"Terence Trent D'arby"
Best R&B Performance By A Duo Or Group With Vocal,b'Love Overboard',b'Gladys Knight & The Pips'
"Best R&B Instrumental Performance (Orchestra, Group Or Soloist)",b'Light Years',b'Chick Corea'
Best Rhythm & Blues Song,b'Giving You The Best That I Got',"b'Anita Baker, Randy Holland & Skip Scarborough, songwriters (Anita Baker)'"
Best Rap Performance,b"Parents Just Don't Understand",b'D.J. Jazzy Jeff & The Fresh Prince'
Best New Age Performance,b'Folksongs For A Nuclear Village',b'Shadowfax'
Best Jazz Fusion Performance,b'Politics',b'Yellowjackets'
"Best Jazz Vocal Performance, Female",b'Look What I Got!',b'Betty Carter'
"Best Jazz Vocal Performance, Male",b'Brothers',b'Bobby McFerrin'
"Best Jazz Vocal Performance, Duo Or Group",b'Spread Love',b'Take 6'
Best Jazz Instrumental Performance Soloist (On A Jazz Recording),b"Don't Try This At Home",b'Michael Brecker'
"Best Jazz Instrumental Performance, Group",b'Blues For Coltrane - A Tribute To John Coltrane',"b'David Murray, McCoy Tyner, Pharoah Sanders, Cecil McBee & Roy Haynes'"
"Best Jazz Instrumental Performance, Big Band",b'Bud & Bird',b'Gil Evans & The Monday Night Orchestra'
"Best Country Vocal Performance, Female",b'Hold Me',b'K.T. Oslin'
"Best Country Vocal Performance, Male",b'Old 8x10',b'Randy Travis'
Best Country Performance By A Duo Or Group With Vocal,b'Give A Little Love',b'The Judds'
Best Country Vocal Collaboration,b'Crying',b'Roy Orbison & k.d. lang'
"Best Country Instrumental Performance (Orchestra, Group Or Soloist)",b'Sugarfoot Rag',b'Asleep At The Wheel'
Best Bluegrass Recording (Vocal Or Instrumental),b'Southern Flavor',b'Bill Monroe'
Best Country Song,b'Hold Me',"b'K.T. Oslin, songwriter (K.T. Oslin)'"
"Best Gospel Performance, Female",b'Lead Me On',b'Amy Grant'
"Best Gospel Performance, Male",b'Christmas',b'Larnelle Harris'
"Best Gospel Performance By A Duo Or Group, Choir Or Chorus",b'The Winans Live At Carnegie Hall',b'The Winans'
"Best Soul Gospel Performance, Female","b'One Lord, One Faith, One Baptism'",b'Aretha Franklin'
"Best Soul Gospel Performance, Male",b'Abundant Life',b'BeBe Winans'
"Best Soul Gospel Performance By A Duo, Group, Choir Or Chorus",b'Take 6',b'Take 6'
Best Latin Pop Performance,b'Roberto Carlos',b'Roberto Carlos'
Best Tropical Latin Performance,b'Antecedente',b'Rub\xc3\xa9n Blades'
Best Mexican-American Performance,b'Canciones De Mi Padre',b'Linda Ronstadt'
Best Traditional Blues Recording,b'Hidden Charms',b'Willie Dixon'
Best Contemporary Blues Recording,b"Don't Be Afraid Of The Dark",b'The Robert Cray Band'
Best Traditional Folk Recording,b'Folkways -- A Vision Shared: A Tribute To Woody Guthrie & Leadbelly',b'(Various Artists)'
Best Contemporary Folk Recording,b'Tracy Chapman',b'Tracy Chapman'
Best Polka Recording,b'Born To Polka',b'Jimmy Sturr'
Best Reggae Recording,b'Conscious Party',b'Ziggy Marley\xc2\xa0& The Melody Makers'
Best Recording For Children,b'Pecos Bill',b'Robin Williams & Ry Cooder'
Best Comedy Recording,"b'Good Morning, Vietnam'",b'Robin Williams'
Best Spoken Word Or Non-Musical Recording,b'Speech By Rev. Jesse Jackson',b'Jesse Jackson'
Best Musical Cast Show Album,b'Into The Woods',b'Various Artists'
Best Instrumental Composition,b'The Theme From LA Law',b'Mike Post'
Best Album Of Original Instrumental Background Score Written For A Motion Picture Or Television,b'The Last Emperor',"b'David Byrne, Cong Su & Ryuichi Sakamoto'"
Best Song Written Specifically For A Motion Picture Or Television,b'Two Hearts (From Buster)',"b'Lamont Dozier & Phil Collins, songwriters (Phil Collins)'"
Best Performance Music Video,b'Where The Streets Have No Name',b'U2'
Best Concept Music Video,b"I'm Fat",b'"Weird Al" Yankovic'
Best Arrangement On An Instrumental,b'Memos From Paradise',b'Eddie Daniels'
Best Instrumental Arrangement Accompanying Vocal(s),b'No One Is Alone',b'Cleo Laine'
Best Album Package,b"Tired Of Runnin'",b"O'Kanes"
Best Album Notes,b'Crossroads',b'Eric Clapton'
Best Historical Album,b'Crossroads',b'Eric Clapton'
Best Engineered Recording - Non-Classical,b'Roll With It',b'Steve Winwood'
Producer Of The Year (Non-Classical),b'Neil Dorfsman',b'Neil Dorfsman'
Best Classical Album,b'Verdi: Requiem & Operatic Choruses',"b'Robert Shaw, conductor'"
Best Orchestral Recording,b'Rorem: String Symphony; Sunday Morning; Eagles',"b'Robert Shaw & Louis Lane, conductors'"
Best Opera Recording,b'Wagner: Lohengrin',"b'Georg Solti, conductor; Jessye Norman, Placido Domingo, Eva Randova, Dietrich Fischer-Dieskau, Siegmund Nimsgern, Hans Sotin'"
Best Choral Performance (Other Than Opera),b'Verdi: Requiem & Operatic Choruses',"b'Robert Shaw, conductor'"
Best Classical Performance - Instrumental Soloist(s) (With Orchestra),b'Mozart: Piano Concerto No. 23',"b'Vladimir Horowitz, piano'"
Best Classical Performance - Instrumental Soloist(s) (Without Orchestra),"b'Albeniz: Iberia, Navarra, Suite Espagnola'","b'Alicia De Larrocha, piano'"
Best Chamber Music Performance,b'Bart\xc3\xb3k: Sonata For Two Pianos & Percussion',"b'Murray Perahia, piano; Georg Solti, piano; David Corkhill, percussion; Evelyn Glennie, percussion'"
Best Classical Vocal Soloist Performance,b'Luciano Pavarotti In Concert',b'Luciano Pavarotti'
Best Contemporary Composition,b'Adams: Nixon In China',"b'Edo de Waart, conductor; Various Artists'"
"Best Engineered Recording, Classical",b'Verdi: Requiem & Operatic Choruses',"b'Robert Shaw, conductor'"
Classical Producer Of The Year,b'Robert Woods',b'Robert Woods'
Record Of The Year,b'Wind Beneath My Wings',b'Bette Midler'
Album Of The Year,b'Nick Of Time',b'Bonnie Raitt'
Song Of The Year,b'Wind Beneath My Wings',"b'Jeff Silbar & Larry Henley, songwriters (Bette Midler)'"
"Best Pop Vocal Performance, Female",b'Nick Of Time',b'Bonnie Raitt'
"Best Pop Vocal Performance, Male",b'How Am I Supposed To Live Without You',b'Michael Bolton'
Best Pop Performance By A Duo Or Group With Vocal,b"Don't Know Much",b'Linda Ronstadt & Aaron Neville'
Best Pop Instrumental Performance,b'Healing Chant',b'Neville Brothers'
"Best Rock Vocal Performance, Female",b'Nick Of Time',b'Bonnie Raitt'
"Best Rock Vocal Performance, Male",b'The End Of The Innocence',b'Don Henley'
Best Rock Performance By A Duo Or Group With Vocal,b'Traveling Wilburys Volume One',b'Traveling Wilburys'
Best Rock Instrumental Performance,b"Jeff Beck's Guitar Shop with Terry Bozzio & Tony Hymas","b'Jeff Beck , Terry Bozzio & Tony Hymas'"
Best Hard Rock Performance,b'Cult Of Personality',b'Living Colour'
Best Metal Performance,b'One',b'Metallica'
"Best R&B Vocal Performance, Female",b'Giving You The Best That I Got',b'Anita Baker'
"Best R&B Vocal Performance, Male",b'Every Little Step',b'Bobby Brown'
Best R&B Performance By A Duo Or Group With Vocal,b'Back To Life',b'Soul II Soul Featuring Caron Wheeler'
Best R&B Instrumental Performance,b'African Dance',b'Soul II Soul'
Best Rhythm & Blues Song,b"If You Don't Know Me By Now","b'Kenny Gamble & Leon Huff, songwriters (Simply Red)'"
Best Rap Performance,b'Bust A Move',b'Young MC'
Best New Age Performance,b'Passion - Music For The Last Temptation Of Christ',b'Peter Gabriel'
Best Jazz Fusion Performance,b'Letter From Home',b'Pat Metheny Group'
"Best Jazz Vocal Performance, Female",b'Blues On Broadway',b'Ruth Brown'
"Best Jazz Vocal Performance, Male",b'When Harry Met Sally',"b'Harry Connick, Jr.'"
"Best Jazz Vocal Performance, Duo Or Group",b"Makin' Whoopee",b'Dr. John\xc2\xa0& Rickie Lee Jones'
"Best Jazz Instrumental Performance, Soloist (On A Jazz Recording)",b'Aura',b'Miles Davis'
"Best Jazz Instrumental Performance, Group",b'Chick Corea Akoustic Band',b'Chick Corea\xc2\xa0Akoustic Band'
"Best Jazz Instrumental Performance, Big Band",b'Aura',b'Miles Davis'
"Best Country Vocal Performance, Female",b'Absolute Torch And Twang',b'k.d. lang'
"Best Country Vocal Performance, Male",b'Lyle Lovett And His Large Band',b'Lyle Lovett'
Best Country Performance By A Duo Or Group With Vocal,b'Will The Circle Be Unbroken Vol. 2',b'Nitty Gritty Dirt Band'
Best Country Vocal Collaboration,b"There's A Tear In My Beer","b'Hank Williams, Jr., & Hank Williams, Sr.'"
Best Country Instrumental Performance,b'Amazing Grace',b'Randy Scruggs'
Best Bluegrass Recording,b'The Valley Road',b'Nitty Gritty Dirt Band & Bruce Hornsby'
Best Country Song,b'After All This Time',"b'Rodney Crowell, songwriter (Rodney Crowell)'"
"Best Gospel Vocal Performance, Female",b"Don't Cry",b'CeCe Winans'
"Best Gospel Vocal Performance, Male",b'Meantime',b'BeBe Winans'
"Best Gospel Vocal Performance By A Duo, Group, Choir Or Chorus",b'The Savior Is Waiting',b'Take 6'
"Best Soul Gospel Vocal Performance, Male Or Female",b"As Long As We're Together",b'Al Green'
"Best Soul Gospel Vocal Performance Duo, Group, Choir Or Chorus",b'Let Brotherly Love Continue',b'Daniel Winans'
Best Latin Pop Performance,b'Cielito Lindo',b'Jose Feliciano'
Best Tropical Latin Performance,b'Ritmo En El Corazon',b'Celia Cruz & Ray Barretto'
Best Mexican-American Performance,b'La Pistola y El Corazon',b'Los Lobos'
Best Traditional Blues Recording,b"I'm In The Mood",b'Bonnie Raitt & John Lee Hooker'
Best Contemporary Blues Recording,b'In Step',b'Stevie Ray Vaughan & Double Trouble'
Best Traditional Folk Recording,"b'Le Mystere Des Voix Bulgares, Vol. II'",b'(Bulgarian State Female Vocal Choir)'
Best Contemporary Folk Recording,b'Indigo Girls',b'Indigo Girls'
Best Polka Recording,b'All In My Love For You',b'Jimmy Sturr'
Best Reggae Recording,b'One Bright Day',b'Ziggy Marley \xc2\xa0& The Melody Makers'
Best Recording For Children,"b'The Rock-A-Bye Collection, Vol. 1'",b'Tanya Goodman'
Best Comedy Recording,b'P.D.Q. Bach: 1712 Overture & Other Musical Assaults',b'Peter Schickele'
Best Spoken Word Or Non-Musical Recording,b"It's Always Something",b'Gilda Radner'
Best Musical Cast Show Album,b"Jerome Robbins' Broadway","b'Jason Alexander, Debbie Shapiro & Robert La Fasse'"
Best Instrumental Composition,b'The Batman Theme',b'Sinfonia Of London Orchestra'
Best Album Of Original Instrumental Background Score Written For A Motion Picture Or Television,b'The Fabulous Baker Boys',b'Dave Grusin'
Best Song Written Specifically For A Motion Picture Or Television,b'Let The River Run (From Working Girl)',"b'Carly Simon, songwriter (Carly Simon)'"
Best Music Video - Short Form,b'Leave Me Alone',b'Michael Jackson'
Best Music Video - Long Form,b'Rhythm Nation 1814',b'Janet Jackson'
Best Arrangement On An Instrumental,b'Suite From The Milagro Beanfield War',b'Dave Grusin'
Best Instrumental Arrangement Accompanying Vocals,b'My Funny Valentine',b'Michelle Pfeiffer'
Best Album Package,b'Sound + Vision',b'David Bowie'
Best Album Notes,b'Bird - The Complete Charlie Parker On Verve',b'Charlie Parker'
Best Historical Album,b'Chuck Berry - The Chess Box',b'Chuck Berry'
Best Engineered Recording - Non-Classical,b'Cry Like A Rainstorm - Howl Like The Wind',b'Linda Ronstadt'
Producer Of The Year,b'Peter Asher',b'Peter Asher'
Best Classical Album,b'Bart\xc3\xb3k: 6 String Quartets',b'Emerson String Quartet'
Best Orchestral Performance,b'Mahler: Symphony No. 3 In D Minor',"b'Leonard Bernstein, conductor'"
Best Opera Recording,b'Wagner: Die Walkuere',"b'James Levine, conductor; Gary Lakes, Kurt Moll, James Morris, Jessye Norman, Hildegard Behrens & Christa Ludwig'"
Best Choral Performance (Other Than Opera),b'Britten: War Requiem',"b'Robert Shaw, conductor'"
"Best Classical Performance, Instrumental Soloist (With Orchestra)","b'Barber: Cello Concerto, Op. 22/Britten: Symphony For Cello And Orchestra, Op. 68'",b'Yo-Yo Ma'
Best Classical Performance - Instrumental Soloist (Without Orchestra),b'Bach: English Suites',b'Andras Schiff'
Best Chamber Music Performance,b'Bart\xc3\xb3k: 6 String Quartets',b'Emerson String Quartet'
Best Classical Vocal Soloist Performance,"b'Knoxville - Summer Of 1915 (Music Of Barber, Menotti, Harbison, Stravinsky)'",b'Dawn Upshaw'
Best Contemporary Composition,b'Reich: Different Trains',b'Kronos Quartet'
Best Engineered Recording - Classical,b'Britten: War Requiem',"b'Robert Shaw, conductor'"
Classical Producer Of The Year,b'Robert Woods',b'Robert Woods'
Record Of The Year,b'Another Day In Paradise',b'Phil Collins'
Album Of The Year,b'Back On The Block',b'Quincy Jones\xc2\xa0(And Various Artists)'
Song Of The Year,b'From A Distance',"b'Julie Gold, songwriter (Bette Midler)'"
Best New Artist,b'Mariah Carey',b'Mariah Carey'
"Best Pop Vocal Performance, Female",b'Vision Of Love',b'Mariah Carey'
"Best Pop Vocal Performance, Male",b'Oh Pretty Woman',b'Roy Orbison'
Best Pop Performance By A Duo Or Group With Vocal,b'All My Life',b'Linda Ronstadt & Aaron Neville'
Best Pop Instrumental Performance,b'Twin Peaks Theme',b'Angelo Badalamenti'
"Best Rock Vocal Performance, Female",b'Black Velvet',b'Alannah Myles'
"Best Rock Vocal Performance, Male",b'Bad Love',b'Eric Clapton'
Best Rock Performance By A Duo Or Group With Vocal,b"Janie's Got A Gun",b'Aerosmith'
Best Rock Instrumental Performance,b'D/FW',b'Vaughan Brothers'
Best Hard Rock Performance,b"Time's Up",b'Living Colour'
Best Metal Performance,b'Stone Cold Crazy',b'Metallica'
Best Alternative Music Performance,b"I Do Not Want What I Haven't Got",b"Sin\xc3\xa9ad O'Connor"
"Best R&B Vocal Performance, Female",b'Compositions',b'Anita Baker'
"Best R&B Vocal Performance, Male",b'Here And Now',b'Luther Vandross'
Best R&B Performance By A Duo Or Group With Vocal,b"I'll Be Good To You",b'Ray Charles & Chaka Khan'
Best Rhythm & Blues Song,b"U Can't Touch This","b'Alonzo Miller, M.C. Hammer & Rick James, songwriters (M.C. Hammer)'"
Best Rap Solo Performance,b"U Can't Touch This",b'M.C. Hammer'
Best Rap Performance By A Duo Or Group,b'Back On The Block',"b'Melle Mel, Ice-T, Big Daddy Kane, Kool Moe Dee,\xc2\xa0Quincy Jones & Quincy D. III'"
Best New Age Performance,b'Mark Isham',b'Mark Isham'
Best Jazz Fusion Performance,b'Birdland',b'Quincy Jones'
"Best Jazz Vocal Performance, Female",b'All That Jazz',b'Ella Fitzgerald'
"Best Jazz Vocal Performance, Male",b'We Are In Love',"b'Harry Connick, Jr.'"
"Best Jazz Instrumental Performance, Soloist",b'The Legendary Oscar Peterson Trio Live At The Blue Note',b'Oscar Peterson'
"Best Jazz Instrumental Performance, Group",b'The Legendary Oscar Peterson Trio Live At The Blue Note',b'The Oscar Peterson Trio'
"Best Jazz Instrumental Performance, Big Band",b"Basie's Bag",b'Frank Foster'
"Best Country Vocal Performance, Female",b"Where've You Been",b'Kathy Mattea'
"Best Country Vocal Performance, Male",b'When I Call Your Name',b'Vince Gill'
Best Country Performance By A Duo Or Group With Vocal,b"Pickin' On Nashville",b'The Kentucky Headhunters'
Best Country Vocal Collaboration,b'Poor Boy Blues',b'Chet Atkins & Mark Knopfler'
Best Country Instrumental Performance,"b'So Soft, Your Goodbye'",b'Chet Atkins & Mark Knopfler'
Best Bluegrass Recording,b"I've Got That Old Feeling",b'Alison Krauss'
Best Country Song,b"Where've You Been","b'Don Henry & Jon Vezner, songwriters (Kathy Mattea)'"
Best Rock/Contemporary Gospel Album,b'Beyond Belief',b'Petra'
Best Pop Gospel Album,b'Another Time... Another Place',b'Sandi Patti'
Best Southern Gospel Album,b'The Great Exchange',b'Bruce Carroll'
Best Traditional Soul Gospel Performance,b'Tramaine Hawkins Live',b'Tramaine Hawkins'
Best Contemporary Soul Gospel Album,b'So Much 2 Say',b'Take 6'
